N,m,fm,hmm,hMM,emm,eMM,emM,eMm
1000,2,0.4,0.15,0.88,0.01753507014028056,0.5781563126252505,0.021042084168336674,0.3832665330661323
1000,2,0.49,0.15,0.88,0.03006012024048096,0.48847695390781565,0.020541082164328657,0.46092184368737477
1000,2,0.15,0.15,0.88,0.002004008016032064,0.8361723446893787,0.013527054108216433,0.14829659318637275
1000,2,0.33,0.15,0.89,0.014529058116232466,0.6477955911823647,0.022545090180360723,0.3151302605210421
1000,2,0.4,0.15,0.89,0.022545090180360723,0.5851703406813628,0.01503006012024048,0.3772545090180361
1000,2,0.49,0.15,0.89,0.03156312625250501,0.4819639278557114,0.028056112224448898,0.45841683366733466
1000,2,0.15,0.15,0.89,0.0035070140280561123,0.8401803607214429,0.010521042084168337,0.14579158316633267
1000,2,0.33,0.15,0.9,0.01002004008016032,0.6523046092184369,0.018036072144288578,0.3196392785571142
1000,2,0.4,0.15,0.9,0.021042084168336674,0.5746492985971944,0.02555110220440882,0.3787575150300601
1000,2,0.49,0.15,0.9,0.033066132264529056,0.48847695390781565,0.022545090180360723,0.4559118236472946
1000,2,0.15,0.15,0.9,0.004008016032064128,0.8406813627254509,0.009018036072144289,0.1462925851703407
1000,2,0.33,0.15,0.91,0.011523046092184368,0.6523046092184369,0.018036072144288578,0.3181362725450902
1000,2,0.4,0.15,0.91,0.018537074148296594,0.5841683366733467,0.01603206412825651,0.3812625250501002
1000,2,0.49,0.15,0.91,0.03356713426853707,0.4954909819639279,0.014529058116232466,0.4564128256513026
1000,2,0.15,0.15,0.91,0.00250501002004008,0.8451903807615231,0.005511022044088177,0.1467935871743487
1000,2,0.33,0.15,0.92,0.012525050100200401,0.655310621242485,0.01503006012024048,0.31713426853707416
1000,2,0.4,0.15,0.92,0.02555110220440882,0.5806613226452906,0.019539078156312624,0.374248496993988
1000,2,0.49,0.15,0.92,0.03206412825651302,0.49298597194388777,0.017034068136272545,0.45791583166332667
1000,2,0.15,0.15,0.92,0.003006012024048096,0.844689378757515,0.00501002004008016,0.14729458917835672
1000,2,0.33,0.15,0.93,0.010521042084168337,0.656312625250501,0.014028056112224449,0.3191382765531062
1000,2,0.4,0.15,0.93,0.018537074148296594,0.5871743486973948,0.012024048096192385,0.38226452905811625
1000,2,0.49,0.15,0.93,0.0405811623246493,0.4864729458917836,0.024549098196392786,0.4483967935871743
1000,2,0.15,0.15,0.93,0.004008016032064128,0.845691382765531,0.004008016032064128,0.1462925851703407
1000,2,0.33,0.15,0.94,0.012024048096192385,0.656312625250501,0.014028056112224449,0.31763527054108215
1000,2,0.4,0.15,0.94,0.020541082164328657,0.591182364729459,0.01002004008016032,0.3782565130260521
1000,2,0.49,0.15,0.94,0.036072144288577156,0.5,0.011022044088176353,0.4529058116232465
1000,2,0.15,0.15,0.94,0.001002004008016032,0.844689378757515,0.00501002004008016,0.1492985971943888
1000,2,0.33,0.15,0.95,0.010521042084168337,0.6613226452905812,0.009018036072144289,0.3191382765531062
1000,2,0.4,0.15,0.95,0.01903807615230461,0.5916833667334669,0.009519038076152305,0.37975951903807614
1000,2,0.49,0.15,0.95,0.04008016032064128,0.5,0.01002004008016032,0.4498997995991984
1000,2,0.15,0.15,0.95,0.001002004008016032,0.845691382765531,0.004008016032064128,0.1492985971943888
1000,2,0.33,0.15,0.96,0.011022044088176353,0.6643286573146293,0.0070140280561122245,0.31763527054108215
1000,2,0.4,0.15,0.96,0.019539078156312624,0.594188376753507,0.0070140280561122245,0.37925851703406815
1000,2,0.49,0.15,0.96,0.028557114228456915,0.49799599198396793,0.012024048096192385,0.46142284569138275
1000,2,0.15,0.15,0.96,0.00250501002004008,0.8486973947895792,0.001002004008016032,0.14779559118236474
1000,2,0.33,0.15,0.97,0.012024048096192385,0.6648296593186372,0.005511022044088177,0.31763527054108215
1000,2,0.4,0.15,0.97,0.014028056112224449,0.5916833667334669,0.00751503006012024,0.3867735470941884
1000,2,0.49,0.15,0.97,0.03206412825651302,0.5040080160320641,0.006012024048096192,0.45791583166332667
1000,2,0.15,0.15,0.97,0.00250501002004008,0.8466933867735471,0.003006012024048096,0.14779559118236474
1000,2,0.33,0.15,0.98,0.012525050100200401,0.6668336673346693,0.0045090180360721445,0.3161322645290581
1000,2,0.4,0.15,0.98,0.019539078156312624,0.5976953907815631,0.00250501002004008,0.3802605210420842
1000,2,0.49,0.15,0.98,0.026052104208416832,0.5020040080160321,0.0070140280561122245,0.4649298597194389
1000,2,0.15,0.15,0.98,0.003006012024048096,0.8466933867735471,0.003006012024048096,0.14729458917835672
1000,2,0.33,0.15,0.99,0.012525050100200401,0.6688376753507014,0.001503006012024048,0.31713426853707416
1000,2,0.4,0.15,0.99,0.023046092184368736,0.5971943887775552,0.004008016032064128,0.375751503006012
1000,2,0.49,0.15,0.99,0.02755511022044088,0.5090180360721442,0.001002004008016032,0.4624248496993988
1000,2,0.15,0.15,0.99,0.003006012024048096,0.8496993987975952,0.0,0.14729458917835672
1000,2,0.33,0.15,1.0,0.013026052104208416,0.6693386773547094,0.0,0.31763527054108215
1000,2,0.4,0.15,1.0,0.014529058116232466,0.5991983967935872,0.0,0.3862725450901804
1000,2,0.49,0.15,1.0,0.02606516290726817,0.5097744360902255,0.0,0.4641604010025063
1000,2,0.15,0.15,1.0,0.001503006012024048,0.8496993987975952,0.0,0.14879759519038077
1000,2,0.33,0.16,0.0,0.06412825651302605,0.0,0.6703406813627254,0.2655310621242485
1000,2,0.4,0.16,0.0,0.07630522088353414,0.0,0.5993975903614458,0.32429718875502006
1000,2,0.49,0.16,0.0,0.09378134403209629,0.0,0.5095285857572718,0.3966900702106319
1000,2,0.15,0.16,0.0,0.026409344845099034,0.0,0.8486541391569324,0.12493651599796851
1000,2,0.33,0.16,0.01,0.04909819639278557,0.00751503006012024,0.6618236472945892,0.281563126252505
1000,2,0.4,0.16,0.01,0.07014028056112225,0.00751503006012024,0.593687374749499,0.3286573146292585
1000,2,0.49,0.16,0.01,0.09218436873747494,0.00250501002004008,0.5075150300601202,0.39779559118236474
1000,2,0.15,0.16,0.01,0.021042084168336674,0.031062124248496994,0.8186372745490982,0.12925851703406813
1000,2,0.33,0.16,0.02,0.06162324649298597,0.018537074148296594,0.6508016032064128,0.26903807615230463
1000,2,0.4,0.16,0.02,0.07865731462925851,0.01002004008016032,0.5901803607214429,0.3211422845691383
1000,2,0.49,0.16,0.02,0.09268537074148296,0.008517034068136272,0.501503006012024,0.3972945891783567
1000,2,0.15,0.16,0.02,0.020541082164328657,0.04158316633266533,0.8081162324649298,0.12975951903807614
1000,2,0.33,0.16,0.03,0.051603206412825654,0.026052104208416832,0.6442885771543087,0.27805611222444887
1000,2,0.4,0.16,0.03,0.061122244488977955,0.02404809619238477,0.5761523046092184,0.33867735470941884
1000,2,0.49,0.16,0.03,0.08316633266533066,0.015531062124248497,0.49448897795591185,0.40681362725450904
1000,2,0.15,0.16,0.03,0.019539078156312624,0.036072144288577156,0.814629258517034,0.12975951903807614
1000,2,0.33,0.16,0.04,0.05811623246492986,0.027054108216432865,0.6422845691382766,0.2725450901803607
1000,2,0.4,0.16,0.04,0.06763527054108216,0.034569138276553106,0.564629258517034,0.3331663326653307
1000,2,0.49,0.16,0.04,0.08667334669338678,0.019539078156312624,0.4904809619238477,0.4033066132264529
1000,2,0.15,0.16,0.04,0.020541082164328657,0.04008016032064128,0.8096192384769539,0.12975951903807614
1000,2,0.33,0.16,0.05,0.06162324649298597,0.03807615230460922,0.6312625250501002,0.26903807615230463
1000,2,0.4,0.16,0.05,0.06012024048096192,0.03256513026052104,0.5666332665330661,0.3406813627254509
1000,2,0.49,0.16,0.05,0.07715430861723446,0.023046092184368736,0.48697394789579157,0.41282565130260523
1000,2,0.15,0.16,0.05,0.022545090180360723,0.0686372745490982,0.781062124248497,0.12775551102204408
1000,2,0.33,0.16,0.06,0.05661322645290581,0.03356713426853707,0.6367735470941884,0.27304609218436876
1000,2,0.4,0.16,0.06,0.08066132264529058,0.03356713426853707,0.5666332665330661,0.3191382765531062
1000,2,0.49,0.16,0.06,0.08867735470941884,0.02154308617234469,0.4894789579158317,0.4003006012024048
1000,2,0.15,0.16,0.06,0.017034068136272545,0.06963927855711423,0.780060120240481,0.13326653306613226
1000,2,0.33,0.16,0.07,0.057615230460921846,0.053607214428857713,0.6167334669338678,0.2720440881763527
1000,2,0.4,0.16,0.07,0.059619238476953905,0.04659318637274549,0.5536072144288577,0.34018036072144286
1000,2,0.49,0.16,0.07,0.08817635270541083,0.03356713426853707,0.47645290581162325,0.40180360721442887
1000,2,0.15,0.16,0.07,0.02404809619238477,0.08066132264529058,0.7690380761523046,0.12625250501002003
1000,2,0.33,0.16,0.08,0.052104208416833664,0.0686372745490982,0.6007014028056112,0.2785571142284569
1000,2,0.4,0.16,0.08,0.05561122244488978,0.07114228456913828,0.5280561122244489,0.34519038076152303
1000,2,0.49,0.16,0.08,0.07665330661322645,0.04008016032064128,0.46993987975951906,0.4133266533066132
1000,2,0.15,0.16,0.08,0.01753507014028056,0.10821643286573146,0.7414829659318637,0.13276553106212424
1000,2,0.33,0.16,0.09,0.04959919839679359,0.06963927855711423,0.5996993987975952,0.28106212424849697
1000,2,0.4,0.16,0.09,0.062625250501002,0.048597194388777555,0.5526052104208417,0.33617234468937873
1000,2,0.49,0.16,0.09,0.07915831663326653,0.045591182364729456,0.4634268537074148,0.4118236472945892
1000,2,0.15,0.16,0.09,0.014529058116232466,0.12975951903807614,0.719939879759519,0.13577154308617234
1000,2,0.33,0.16,0.1,0.050100200400801605,0.07064128256513026,0.5996993987975952,0.27955911823647295
1000,2,0.4,0.16,0.1,0.05661322645290581,0.07364729458917836,0.5255511022044088,0.344188376753507
1000,2,0.49,0.16,0.1,0.08066132264529058,0.05410821643286573,0.45490981963927857,0.4103206412825651
1000,2,0.15,0.16,0.1,0.013026052104208416,0.11573146292585171,0.7339679358717435,0.1372745490981964
1000,2,0.33,0.16,0.11,0.05561122244488978,0.08366733466933868,0.5866733466933868,0.2740480961923848
1000,2,0.4,0.16,0.11,0.059619238476953905,0.0746492985971944,0.5245490981963928,0.3411823647294589
1000,2,0.49,0.16,0.11,0.09619238476953908,0.051603206412825654,0.45841683366733466,0.3937875751503006
1000,2,0.15,0.16,0.11,0.01753507014028056,0.1492985971943888,0.7014028056112225,0.1317635270541082
1000,2,0.33,0.16,0.12,0.047094188376753505,0.09819639278557114,0.5711422845691383,0.2835671342685371
1000,2,0.4,0.16,0.12,0.07114228456913828,0.07565130260521043,0.5255511022044088,0.3276553106212425
1000,2,0.49,0.16,0.12,0.08617234468937876,0.048597194388777555,0.4624248496993988,0.4028056112224449
1000,2,0.15,0.16,0.12,0.01753507014028056,0.1312625250501002,0.718436873747495,0.13276553106212424
1000,2,0.33,0.16,0.13,0.050100200400801605,0.09969939879759519,0.5706412825651302,0.27955911823647295
1000,2,0.4,0.16,0.13,0.053607214428857713,0.08667334669338678,0.5135270541082164,0.34619238476953906
1000,2,0.49,0.16,0.13,0.07665330661322645,0.06462925851703406,0.44639278557114226,0.4123246492985972
1000,2,0.15,0.16,0.13,0.017034068136272545,0.17334669338677355,0.6773547094188377,0.13226452905811623
1000,2,0.33,0.16,0.14,0.05711422845691383,0.11022044088176353,0.5591182364729459,0.27354709418837675
1000,2,0.4,0.16,0.14,0.06162324649298597,0.08967935871743488,0.5105210420841684,0.3381763527054108
1000,2,0.49,0.16,0.14,0.07965931863727455,0.059619238476953905,0.4504008016032064,0.4103206412825651
1000,2,0.15,0.16,0.14,0.016533066132264528,0.20891783567134267,0.6407815631262525,0.13376753507014028
1000,2,0.33,0.16,0.15,0.04208416833667335,0.11823647294589178,0.5521042084168337,0.2875751503006012
1000,2,0.4,0.16,0.15,0.05911823647294589,0.10521042084168336,0.49498997995991983,0.3406813627254509
1000,2,0.49,0.16,0.15,0.08466933867735471,0.08366733466933868,0.4253507014028056,0.406312625250501
1000,2,0.15,0.16,0.15,0.015531062124248497,0.1818637274549098,0.6678356713426854,0.1347695390781563
1000,2,0.33,0.16,0.16,0.04408817635270541,0.13226452905811623,0.5380761523046093,0.28557114228456915
1000,2,0.4,0.16,0.16,0.05561122244488978,0.11973947895791583,0.47945891783567135,0.34519038076152303
1000,2,0.49,0.16,0.16,0.09168336673346693,0.08216432865731463,0.4288577154308617,0.3972945891783567
1000,2,0.15,0.16,0.16,0.013527054108216433,0.2059118236472946,0.6447895791583166,0.13577154308617234
1000,2,0.33,0.16,0.17,0.04208416833667335,0.1342685370741483,0.5350701402805611,0.28857715430861725
1000,2,0.4,0.16,0.17,0.07014028056112225,0.11222444889779559,0.4879759519038076,0.32965931863727455
1000,2,0.49,0.16,0.17,0.06663326653306613,0.09168336673346693,0.4183366733466934,0.42334669338677355
1000,2,0.15,0.16,0.17,0.015531062124248497,0.17535070140280562,0.6753507014028056,0.13376753507014028
1000,2,0.33,0.16,0.18,0.04458917835671343,0.16482965931863727,0.5045090180360722,0.28607214428857713
1000,2,0.4,0.16,0.18,0.05661322645290581,0.1372745490981964,0.46292585170340683,0.34318637274549096
1000,2,0.49,0.16,0.18,0.0841683366733467,0.10020040080160321,0.40981963927855714,0.405811623246493
1000,2,0.15,0.16,0.18,0.022545090180360723,0.19288577154308617,0.6578156312625251,0.12675350701402804
1000,2,0.33,0.16,0.19,0.03907815631262525,0.12925851703406813,0.5410821643286573,0.2905811623246493
1000,2,0.4,0.16,0.19,0.0531062124248497,0.12224448897795591,0.4789579158316633,0.3456913827655311
1000,2,0.49,0.16,0.19,0.0871743486973948,0.09719438877755511,0.41282565130260523,0.4028056112224449
1000,2,0.15,0.16,0.19,0.009018036072144289,0.24498997995991983,0.6047094188376754,0.14128256513026052
1000,2,0.33,0.16,0.2,0.045591182364729456,0.15130260521042085,0.5190380761523046,0.28406813627254507
1000,2,0.4,0.16,0.2,0.04909819639278557,0.15280561122244488,0.4473947895791583,0.35070140280561124
1000,2,0.49,0.16,0.2,0.06312625250501001,0.10170340681362726,0.40831663326653306,0.42685370741482964
1000,2,0.15,0.16,0.2,0.020541082164328657,0.2685370741482966,0.5811623246492986,0.12975951903807614
1000,2,0.33,0.16,0.21,0.03857715430861723,0.1688376753507014,0.500501002004008,0.29208416833667333
1000,2,0.4,0.16,0.21,0.048597194388777555,0.1628256513026052,0.436372745490982,0.35220440881763526
1000,2,0.49,0.16,0.21,0.07915831663326653,0.11923847695390781,0.3907815631262525,0.41082164328657317
1000,2,0.15,0.16,0.21,0.006513026052104208,0.31112224448897796,0.5395791583166333,0.14278557114228457
1000,2,0.33,0.16,0.22,0.04659318637274549,0.17034068136272545,0.5,0.28306613226452904
1000,2,0.4,0.16,0.22,0.05861723446893788,0.14729458917835672,0.45390781563126253,0.34018036072144286
1000,2,0.49,0.16,0.22,0.08366733466933868,0.10821643286573146,0.4028056112224449,0.40531062124248496
1000,2,0.15,0.16,0.22,0.012525050100200401,0.2905811623246493,0.5591182364729459,0.1377755511022044
1000,2,0.33,0.16,0.23,0.039579158316633264,0.20390781563126253,0.46743486973947895,0.28907815631262523
1000,2,0.4,0.16,0.23,0.052104208416833664,0.17935871743486975,0.42084168336673344,0.34769539078156314
1000,2,0.49,0.16,0.23,0.06362725450901803,0.1407815631262525,0.3682364729458918,0.4273547094188377
1000,2,0.15,0.16,0.23,0.01002004008016032,0.3927855711422846,0.45691382765531063,0.1402805611222445
1000,2,0.33,0.16,0.24,0.04208416833667335,0.18837675350701402,0.4819639278557114,0.2875751503006012
1000,2,0.4,0.16,0.24,0.047094188376753505,0.18236472945891782,0.41783567134268534,0.3527054108216433
1000,2,0.49,0.16,0.24,0.06162324649298597,0.16132264529058116,0.3496993987975952,0.4273547094188377
1000,2,0.15,0.16,0.24,0.013527054108216433,0.38276553106212424,0.46693386773547096,0.13677354709418837
1000,2,0.33,0.16,0.25,0.03807615230460922,0.23997995991983967,0.42935871743486975,0.2925851703406814
1000,2,0.4,0.16,0.25,0.04759519038076152,0.187875751503006,0.41132264529058116,0.3532064128256513
1000,2,0.49,0.16,0.25,0.07665330661322645,0.14879759519038077,0.36122244488977956,0.4133266533066132
1000,2,0.15,0.16,0.25,0.012024048096192385,0.3517034068136273,0.49899799599198397,0.1372745490981964
1000,2,0.33,0.16,0.26,0.03657314629258517,0.2745490981963928,0.39478957915831664,0.2940881763527054
1000,2,0.4,0.16,0.26,0.05511022044088176,0.18587174348697394,0.41432865731462926,0.34468937875751504
1000,2,0.49,0.16,0.26,0.05911823647294589,0.1287575150300601,0.3812625250501002,0.4308617234468938
1000,2,0.15,0.16,0.26,0.009018036072144289,0.3907815631262525,0.45991983967935873,0.1402805611222445
1000,2,0.33,0.16,0.27,0.03006012024048096,0.24899799599198397,0.4223446893787575,0.2985971943887776
1000,2,0.4,0.16,0.27,0.050100200400801605,0.16983967935871744,0.4313627254509018,0.3486973947895792
1000,2,0.49,0.16,0.27,0.0656312625250501,0.15731462925851702,0.3527054108216433,0.4243486973947896
1000,2,0.15,0.16,0.27,0.00751503006012024,0.531563126252505,0.3181362725450902,0.14278557114228457
1000,2,0.33,0.16,0.28,0.036072144288577156,0.2565130260521042,0.41382765531062127,0.2935871743486974
1000,2,0.4,0.16,0.28,0.04809619238476954,0.2154308617234469,0.3847695390781563,0.3517034068136273
1000,2,0.49,0.16,0.28,0.07064128256513026,0.15480961923847694,0.3562124248496994,0.4183366733466934
1000,2,0.15,0.16,0.28,0.011022044088176353,0.4148296593186373,0.4348697394789579,0.13927855711422846
1000,2,0.33,0.16,0.29,0.02905811623246493,0.3106212424849699,0.3587174348697395,0.3016032064128257
1000,2,0.4,0.16,0.29,0.04408817635270541,0.23346693386773548,0.3667334669338677,0.3557114228456914
1000,2,0.49,0.16,0.29,0.07665330661322645,0.156813627254509,0.35420841683366733,0.4123246492985972
1000,2,0.15,0.16,0.29,0.008517034068136272,0.5090180360721442,0.3406813627254509,0.14178356713426854
1000,2,0.33,0.16,0.3,0.02905811623246493,0.31412825651302606,0.35521042084168336,0.3016032064128257
1000,2,0.4,0.16,0.3,0.051603206412825654,0.22394789579158317,0.3772545090180361,0.3471943887775551
1000,2,0.49,0.16,0.3,0.059619238476953905,0.1903807615230461,0.32064128256513025,0.42935871743486975
1000,2,0.15,0.16,0.3,0.013527054108216433,0.42685370741482964,0.4228456913827655,0.13677354709418837
1000,2,0.33,0.16,0.31,0.029559118236472944,0.31112224448897796,0.35821643286573146,0.30110220440881763
1000,2,0.4,0.16,0.31,0.052104208416833664,0.24799599198396793,0.35220440881763526,0.34769539078156314
1000,2,0.49,0.16,0.31,0.07515030060120241,0.16933867735470942,0.3406813627254509,0.4148296593186373
1000,2,0.15,0.16,0.31,0.005511022044088177,0.4834669338677355,0.3662324649298597,0.14478957915831664
1000,2,0.33,0.16,0.32,0.037575150300601205,0.2755511022044088,0.39478957915831664,0.29208416833667333
1000,2,0.4,0.16,0.32,0.05811623246492986,0.22144288577154309,0.3787575150300601,0.34168336673346694
1000,2,0.49,0.16,0.32,0.07214428857715431,0.187374749498998,0.3226452905811623,0.41783567134268534
1000,2,0.15,0.16,0.32,0.008517034068136272,0.5,0.3496993987975952,0.14178356713426854
1000,2,0.33,0.16,0.33,0.024549098196392786,0.35771543086172347,0.312625250501002,0.30511022044088176
1000,2,0.4,0.16,0.33,0.03657314629258517,0.26753507014028055,0.3336673346693387,0.3622244488977956
1000,2,0.49,0.16,0.33,0.06012024048096192,0.19488977955911824,0.3151302605210421,0.42985971943887774
1000,2,0.15,0.16,0.33,0.012024048096192385,0.4864729458917836,0.3632264529058116,0.13827655310621242
1000,2,0.33,0.16,0.34,0.01903807615230461,0.3812625250501002,0.28907815631262523,0.3106212424849699
1000,2,0.4,0.16,0.34,0.052104208416833664,0.24248496993987975,0.35671342685370744,0.3486973947895792
1000,2,0.49,0.16,0.34,0.06813627254509018,0.18987975951903807,0.3191382765531062,0.4228456913827655
1000,2,0.15,0.16,0.34,0.005511022044088177,0.5340681362725451,0.3156312625250501,0.14478957915831664
1000,2,0.33,0.16,0.35,0.02555110220440882,0.37074148296593185,0.2985971943887776,0.30511022044088176
1000,2,0.4,0.16,0.35,0.047094188376753505,0.2595190380761523,0.3396793587174349,0.35370741482965934
1000,2,0.49,0.16,0.35,0.06362725450901803,0.20440881763527055,0.30561122244488975,0.42635270541082165
1000,2,0.15,0.16,0.35,0.010521042084168337,0.49749498997995995,0.35220440881763526,0.13977955911823647
1000,2,0.33,0.16,0.36,0.03156312625250501,0.33416833667334667,0.3351703406813627,0.29909819639278556
1000,2,0.4,0.16,0.36,0.04609218436873747,0.2850701402805611,0.31412825651302606,0.35470941883767537
1000,2,0.49,0.16,0.36,0.05861723446893788,0.24198396793587174,0.26903807615230463,0.4303607214428858
1000,2,0.15,0.16,0.36,0.01002004008016032,0.5711422845691383,0.2785571142284569,0.1402805611222445
1000,2,0.33,0.16,0.37,0.03156312625250501,0.3502004008016032,0.3211422845691383,0.2970941883767535
1000,2,0.4,0.16,0.37,0.048597194388777555,0.28707414829659317,0.31312625250501,0.35120240480961923
1000,2,0.49,0.16,0.37,0.06312625250501001,0.218436873747495,0.29158316633266534,0.42685370741482964
1000,2,0.15,0.16,0.37,0.006012024048096192,0.6187374749498998,0.2309619238476954,0.14428857715430862
1000,2,0.33,0.16,0.38,0.024549098196392786,0.39929859719438876,0.27004008016032066,0.3061122244488978
1000,2,0.4,0.16,0.38,0.04308617234468938,0.3091182364729459,0.29008016032064127,0.35771543086172347
1000,2,0.49,0.16,0.38,0.05711422845691383,0.23897795591182364,0.2710420841683367,0.43286573146292584
1000,2,0.15,0.16,0.38,0.011022044088176353,0.5210420841683366,0.3286573146292585,0.13927855711422846
1000,2,0.33,0.16,0.39,0.02655310621242485,0.3627254509018036,0.3066132264529058,0.30410821643286573
1000,2,0.4,0.16,0.39,0.03657314629258517,0.32915831663326656,0.27004008016032066,0.36422845691382766
1000,2,0.49,0.16,0.39,0.047094188376753505,0.2695390781563126,0.24048096192384769,0.44288577154308617
1000,2,0.15,0.16,0.39,0.009519038076152305,0.6452905811623246,0.20541082164328658,0.13977955911823647
1000,2,0.33,0.16,0.4,0.033066132264529056,0.3862725450901804,0.28406813627254507,0.2965931863727455
1000,2,0.4,0.16,0.4,0.03657314629258517,0.3351703406813627,0.2650300601202405,0.3632264529058116
1000,2,0.49,0.16,0.4,0.05260521042084168,0.28106212424849697,0.2279559118236473,0.43837675350701405
1000,2,0.15,0.16,0.4,0.008016032064128256,0.6337675350701403,0.21693386773547094,0.14128256513026052
1000,2,0.33,0.16,0.41,0.02555110220440882,0.3842685370741483,0.28607214428857713,0.30410821643286573
1000,2,0.4,0.16,0.41,0.03807615230460922,0.3166332665330661,0.2835671342685371,0.36172344689378755
1000,2,0.49,0.16,0.41,0.04408817635270541,0.2935871743486974,0.21643286573146292,0.44589178356713427
1000,2,0.15,0.16,0.41,0.006513026052104208,0.6007014028056112,0.25,0.14278557114228457
1000,2,0.33,0.16,0.42,0.030561122244488977,0.39178356713426854,0.27955911823647295,0.29809619238476953
1000,2,0.4,0.16,0.42,0.03507014028056112,0.34519038076152303,0.25501002004008017,0.36472945891783565
1000,2,0.49,0.16,0.42,0.05060120240480962,0.2775551102204409,0.23246492985971945,0.4393787575150301
1000,2,0.15,0.16,0.42,0.006513026052104208,0.687374749498998,0.1623246492985972,0.1437875751503006
1000,2,0.33,0.16,0.43,0.022545090180360723,0.42685370741482964,0.24348697394789579,0.30711422845691383
1000,2,0.4,0.16,0.43,0.0435871743486974,0.3331663326653307,0.26703406813627256,0.3562124248496994
1000,2,0.49,0.16,0.43,0.050100200400801605,0.2910821643286573,0.21793587174348697,0.4408817635270541
1000,2,0.15,0.16,0.43,0.006012024048096192,0.7144288577154309,0.13527054108216433,0.14428857715430862
1000,2,0.33,0.16,0.44,0.02404809619238477,0.43987975951903807,0.22945891783567135,0.3066132264529058
1000,2,0.4,0.16,0.44,0.03256513026052104,0.3496993987975952,0.250501002004008,0.36723446893787576
1000,2,0.49,0.16,0.44,0.057615230460921846,0.2680360721442886,0.24298597194388777,0.4313627254509018
1000,2,0.15,0.16,0.44,0.002004008016032064,0.7064128256513026,0.1432865731462926,0.14829659318637275
1000,2,0.33,0.16,0.45,0.020541082164328657,0.45190380761523047,0.21743486973947895,0.31012024048096193
1000,2,0.4,0.16,0.45,0.03707414829659319,0.343687374749499,0.2565130260521042,0.3627254509018036
1000,2,0.49,0.16,0.45,0.053607214428857713,0.30511022044088176,0.20490981963927857,0.436372745490982
1000,2,0.15,0.16,0.45,0.0070140280561122245,0.6773547094188377,0.17334669338677355,0.14228456913827656
1000,2,0.33,0.16,0.46,0.023547094188376753,0.45991983967935873,0.2094188376753507,0.30711422845691383
1000,2,0.4,0.16,0.46,0.03557114228456914,0.37074148296593185,0.22945891783567135,0.36422845691382766
1000,2,0.49,0.16,0.46,0.03807615230460922,0.3406813627254509,0.1683366733466934,0.4529058116232465
1000,2,0.15,0.16,0.46,0.0070140280561122245,0.6533066132264529,0.19739478957915832,0.14228456913827656
1000,2,0.33,0.16,0.47,0.027054108216432865,0.4749498997995992,0.19539078156312625,0.3026052104208417
1000,2,0.4,0.16,0.47,0.03406813627254509,0.3997995991983968,0.19939879759519039,0.3667334669338677
1000,2,0.49,0.16,0.47,0.0531062124248497,0.2970941883767535,0.2129258517034068,0.43687374749499
1000,2,0.15,0.16,0.47,0.002004008016032064,0.7419839679358717,0.10871743486973948,0.14729458917835672
1000,2,0.33,0.16,0.48,0.018537074148296594,0.5,0.16933867735470942,0.312124248496994
1000,2,0.4,0.16,0.48,0.03406813627254509,0.4133266533066132,0.18687374749498997,0.3657314629258517
1000,2,0.49,0.16,0.48,0.0531062124248497,0.3066132264529058,0.20240480961923848,0.437875751503006
1000,2,0.15,0.16,0.48,0.00751503006012024,0.6713426853707415,0.17835671342685372,0.14278557114228457
1000,2,0.33,0.16,0.49,0.019539078156312624,0.47344689378757515,0.19589178356713427,0.31112224448897796
1000,2,0.4,0.16,0.49,0.03557114228456914,0.407314629258517,0.19288577154308617,0.36422845691382766
1000,2,0.49,0.16,0.49,0.045591182364729456,0.3106212424849699,0.19839679358717435,0.4453907815631262
1000,2,0.15,0.16,0.49,0.0035070140280561123,0.6993987975951904,0.15130260521042085,0.14579158316633267
1000,2,0.33,0.16,0.5,0.014529058116232466,0.5390781563126252,0.13026052104208416,0.3161322645290581
1000,2,0.4,0.16,0.5,0.03156312625250501,0.406312625250501,0.19288577154308617,0.3692384769539078
1000,2,0.49,0.16,0.5,0.052104208416833664,0.32364729458917835,0.18637274549098196,0.437875751503006
1000,2,0.15,0.16,0.5,0.00250501002004008,0.7750501002004008,0.0746492985971944,0.14779559118236474
1000,2,0.33,0.16,0.51,0.02404809619238477,0.46593186372745493,0.20440881763527055,0.30561122244488975
1000,2,0.4,0.16,0.51,0.037575150300601205,0.3982965931863727,0.20190380761523047,0.3622244488977956
1000,2,0.49,0.16,0.51,0.06012024048096192,0.3256513026052104,0.18537074148296592,0.4288577154308617
1000,2,0.15,0.16,0.51,0.003006012024048096,0.7565130260521042,0.09318637274549098,0.14729458917835672
1000,2,0.33,0.16,0.52,0.027054108216432865,0.4814629258517034,0.187875751503006,0.30360721442885774
1000,2,0.4,0.16,0.52,0.03156312625250501,0.4338677354709419,0.16633266533066132,0.3682364729458918
1000,2,0.49,0.16,0.52,0.0405811623246493,0.342685370741483,0.16633266533066132,0.4504008016032064
1000,2,0.15,0.16,0.52,0.003006012024048096,0.7585170340681363,0.09218436873747494,0.1462925851703407
1000,2,0.33,0.16,0.53,0.01903807615230461,0.5140280561122245,0.156312625250501,0.3106212424849699
1000,2,0.4,0.16,0.53,0.036072144288577156,0.40230460921843686,0.19789579158316634,0.3637274549098196
